county,municipality,article_39,article_40,article_42,article_43,article_44,art_44_524,article_45,article_46,city_hh,category,type,month,year,date,fiscal_year
Alamance,Mebane,113328.36,47104.95,55716.23,0,3.78,0,0,0,39032.85,Per Capita,Municipality,december,2018,2018-12-01,2019
Alamance,Ossipee,5880.91,2444.4,2891.27,0,0.2,0,0,0,2025.52,Per Capita,Municipality,december,2018,2018-12-01,2019
Alamance,Swepsonville,14490.8,6023.1,7124.19,0,0.48,0,0,0,4990.95,Per Capita,Municipality,december,2018,2018-12-01,2019
Alexander,Alexander,211220.73,241226.97,108698.65,0,8.15,126971.48,0,46163.53,-16404.98,Per Capita,County,december,2018,2018-12-01,2019
Alexander,Taylorsville,11864.09,13549.52,6105.52,0,0.46,7131.89,0,0,16404.98,Per Capita,Municipality,december,2018,2018-12-01,2019
Alleghany,Alleghany,75535.94,68161.03,36733.6,0,28.64,21231.49,0,0,-12590.46,Per Capita,County,december,2018,2018-12-01,2019
Alleghany,Sparta,11980.14,10810.47,5826.02,0,4.54,3367.35,0,0,12590.46,Per Capita,Municipality,december,2018,2018-12-01,2019
Anson,Anson,117946.82,119905.55,60547.18,0,0,53799.38,0,35695.81,-58970.36,Per Capita,County,december,2018,2018-12-01,2019
Anson,Ansonville,2798.11,2844.58,1436.39,0,0,1276.31,0,0,3363.37,Per Capita,Municipality,december,2018,2018-12-01,2019
Anson,Lilesville,2455.3,2496.07,1260.4,0,0,1119.94,0,0,2951.31,Per Capita,Municipality,december,2018,2018-12-01,2019
Anson,Mcfarlan,546.65,555.73,280.62,0,0,249.35,0,0,657.08,Per Capita,Municipality,december,2018,2018-12-01,2019
Anson,Morven,2232.93,2270.01,1146.26,0,0,1018.51,0,0,2684.01,Per Capita,Municipality,december,2018,2018-12-01,2019
Anson,Peachland,1899.38,1930.93,975.04,0,0,866.37,0,0,2283.08,Per Capita,Municipality,december,2018,2018-12-01,2019
Anson,Polkton,13819.15,14048.63,7093.96,0,0,6303.36,0,0,16610.82,Per Capita,Municipality,december,2018,2018-12-01,2019
Anson,Wadesboro,25308.07,25728.36,12991.72,0,0,11543.84,0,0,30420.69,Per Capita,Municipality,december,2018,2018-12-01,2019
Ashe,Ashe,249953.26,159692.22,122580.79,0,12.61,44298.92,0,61498.32,-18459.67,Per Capita,County,december,2018,2018-12-01,2019
Ashe,Jefferson,14367.44,9179.19,7046.01,0,0.73,2546.32,0,0,9595.13,Per Capita,Municipality,december,2018,2018-12-01,2019
Ashe,Lansing,1413.04,902.77,692.97,0,0.07,250.43,0,0,943.69,Per Capita,Municipality,december,2018,2018-12-01,2019
Ashe,West Jefferson,11860.43,7577.49,5816.53,0,0.6,2102.01,0,0,7920.85,Per Capita,Municipality,december,2018,2018-12-01,2019
Avery,Avery,235854.02,116185.26,111305.7,0,0,0,0,0,-16933.11,Per Capita,County,december,2018,2018-12-01,2019
Avery,Banner Elk,14792.61,7287.06,6981.02,0,0,0,0,0,6893.23,Per Capita,Municipality,december,2018,2018-12-01,2019
Avery,Beech Mountain,341.57,168.26,161.2,0,0,0,0,0,159.17,Per Capita,Municipality,december,2018,2018-12-01,2019
Avery,Crossnore,2561.78,1261.97,1208.97,0,0,0,0,0,1193.77,Per Capita,Municipality,december,2018,2018-12-01,2019
Avery,Elk Park,5951.2,2931.65,2808.53,0,0,0,0,0,2773.21,Per Capita,Municipality,december,2018,2018-12-01,2019
Avery,Grandfather Village,328.43,161.79,154.99,0,0,0,0,0,153.05,Per Capita,Municipality,december,2018,2018-12-01,2019
Avery,Newland,9366.9,4614.28,4420.49,0,0,0,0,0,4364.89,Per Capita,Municipality,december,2018,2018-12-01,2019
Avery,Seven Devils,407.26,200.62,192.2,0,0,0,0,0,189.78,Per Capita,Municipality,december,2018,2018-12-01,2019
Avery,Sugar Mountain,2588.05,1274.92,1221.37,0,0,0,0,0,1206.01,Per Capita,Municipality,december,2018,2018-12-01,2019
Beaufort,Beaufort,357498.85,262779.19,169447.6,0,31.29,10556.73,0,0,-80993.78,Per Capita,County,december,2018,2018-12-01,2019
Beaufort,Aurora,3725.2,2738.21,1765.68,0,0.33,110,0,0,3037.73,Per Capita,Municipality,december,2018,2018-12-01,2019
Beaufort,Bath,1791.11,1316.55,848.95,0,0.16,52.89,0,0,1460.57,Per Capita,Municipality,december,2018,2018-12-01,2019
Beaufort,Belhaven,12041.05,8850.77,5707.23,0,1.05,355.56,0,0,9818.91,Per Capita,Municipality,december,2018,2018-12-01,2019
Beaufort,Chocowinity,6186.09,4547.08,2932.09,0,0.54,182.67,0,0,5044.47,Per Capita,Municipality,december,2018,2018-12-01,2019
Beaufort,Pantego,1316.99,968.05,624.23,0,0.12,38.89,0,0,1073.94,Per Capita,Municipality,december,2018,2018-12-01,2019
Beaufort,Washington,71012.11,52197.38,33658.38,0,6.22,2096.94,0,0,57907.06,Per Capita,Municipality,december,2018,2018-12-01,2019
Beaufort,Washington Park,3251.08,2389.71,1540.96,0,0.28,96,0,0,2651.1,Per Capita,Municipality,december,2018,2018-12-01,2019
Bertie,Bertie,66922.26,98554.51,38450.92,0,10.01,57391.68,0,0,-36689.27,Per Capita,County,december,2018,2018-12-01,2019
Bertie,Askewville,777.31,1144.71,446.61,0,0.12,666.6,0,0,1422.06,Per Capita,Municipality,december,2018,2018-12-01,2019
Bertie,Aulander,2798.28,4120.96,1607.79,0,0.42,2399.77,0,0,5119.44,Per Capita,Municipality,december,2018,2018-12-01,2019
Bertie,Colerain,638.74,940.66,367,0,0.1,547.77,0,0,1168.56,Per Capita,Municipality,december,2018,2018-12-01,2019
Bertie,Kelford,773.92,1139.73,444.67,0,0.12,663.71,0,0,1415.89,Per Capita,Municipality,december,2018,2018-12-01,2019
Bertie,Lewiston Woodville,1737.1,2558.17,998.07,0,0.26,1489.71,0,0,3178.01,Per Capita,Municipality,december,2018,2018-12-01,2019
Bertie,Powellsville,858.41,1264.16,493.21,0,0.13,736.16,0,0,1570.45,Per Capita,Municipality,december,2018,2018-12-01,2019
Bertie,Roxobel,740.12,1089.96,425.25,0,0.11,634.72,0,0,1354.05,Per Capita,Municipality,december,2018,2018-12-01,2019
Bertie,Windsor,11730.49,17275.16,6739.88,0,1.76,10059.92,0,0,21460.81,Per Capita,Municipality,december,2018,2018-12-01,2019
Bladen,Bladen,210627.46,208741.1,106434.42,0,0.03,71290.22,0,0,-36070.22,Ad Valorem,County,december,2018,2018-12-01,2019
Bladen,Bladenboro,4839.93,4796.59,2445.72,0,0,1638.15,0,0,5659.04,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Bladen,Clarkton,3691.28,3658.22,1865.28,0,0,1249.37,0,0,4315.99,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Bladen,Dublin,722.7,716.23,365.19,0,0,244.61,0,0,845.01,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Bladen,East Arcadia,457.23,453.13,231.05,0,0,154.75,0,0,534.61,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Bladen,Elizabethtown,15073.85,14938.85,7617.13,0,0,5101.98,0,0,17624.95,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Bladen,Tar Heel,224.21,222.2,113.3,0,0,75.89,0,0,262.16,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Bladen,White Lake,5840.09,5787.79,2951.12,0,0,1976.67,0,0,6828.46,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Brunswick,Brunswick,939168.66,692311.78,488466.44,0,-34.65,0,0,0,-362847.54,Per Capita,County,december,2018,2018-12-01,2019
Brunswick,Bald Head Island,1260.42,929.12,655.55,0,-0.05,0,0,0,1001.31,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Belville,15858.49,11690.15,8248.09,0,-0.59,0,0,0,12598.4,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Boiling Spring Lakes,47846.06,35269.91,24884.98,0,-1.77,0,0,0,38010.17,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Bolivia,1139.36,839.89,592.59,0,-0.04,0,0,0,905.14,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Calabash,14199.29,10467.06,7385.12,0,-0.52,0,0,0,11280.3,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Carolina Shores,26212.44,19322.6,13633.22,0,-0.97,0,0,0,20823.85,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Caswell Beach,3218.7,2372.68,1674.06,0,-0.12,0,0,0,2557.02,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Holden Beach,4536.08,3343.79,2359.24,0,-0.17,0,0,0,3603.59,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Leland,134537.25,99174.65,69973.52,0,-4.96,0,0,0,106879.91,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Navassa,13294.92,9800.4,6914.76,0,-0.49,0,0,0,10561.84,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Northwest,5981.65,4409.39,3111.08,0,-0.22,0,0,0,4751.99,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Oak Island,54326.19,40046.76,28255.33,0,-2,0,0,0,43158.15,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Ocean Isle Beach,4600.17,3391.04,2392.57,0,-0.17,0,0,0,3654.5,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,St James,34885.83,25716.22,18144.3,0,-1.29,0,0,0,27714.22,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Sandy Creek,2093.58,1543.29,1088.88,0,-0.08,0,0,0,1663.19,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Shallotte,33447.38,24655.86,17396.15,0,-1.23,0,0,0,26571.48,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Southport,24788.23,18272.74,12892.49,0,-0.91,0,0,0,19692.43,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Sunset Beach,29950.97,22078.47,15577.65,0,-1.1,0,0,0,23793.83,Per Capita,Municipality,december,2018,2018-12-01,2019
Brunswick,Varnamtown,4564.56,3364.79,2374.06,0,-0.17,0,0,0,3626.22,Per Capita,Municipality,december,2018,2018-12-01,2019
Buncombe,Buncombe,4063489.06,1368139.58,1977405.72,0,134.67,0,0,1283836.01,-321522.4,Ad Valorem,County,december,2018,2018-12-01,2019
Buncombe,Asheville,1145845.87,385795.82,557600.16,0,37.97,0,0,0,266831.84,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Buncombe,Biltmore Forest,46570.48,15679.85,22662.48,0,1.54,0,0,0,10844.82,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Buncombe,Black Mountain,71776.6,24166.52,34928.47,0,2.38,0,0,0,16714.53,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Buncombe,Montreat,18181.46,6121.53,8847.6,0,0.6,0,0,0,4233.89,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Buncombe,Weaverville,57934.65,19506.06,28192.59,0,1.92,0,0,0,13491.18,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Buncombe,Woodfin,40392.44,13599.76,19656.07,0,1.34,0,0,0,9406.14,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Burke,Burke,607719.44,458672.16,289919.09,0,357.94,129092.34,0,0,-177197.62,Per Capita,County,december,2018,2018-12-01,2019
Burke,Connelly Springs,11146.7,8412.9,5317.66,0,6.57,2367.79,0,0,9389.12,Per Capita,Municipality,december,2018,2018-12-01,2019
Burke,Drexel,12324.97,9302.18,5879.76,0,7.26,2618.08,0,0,10381.59,Per Capita,Municipality,december,2018,2018-12-01,2019
Burke,Glen Alpine,10403.59,7852.03,4963.14,0,6.13,2209.94,0,0,8763.18,Per Capita,Municipality,december,2018,2018-12-01,2019
Burke,Hickory,448.55,338.54,213.99,0,0.26,95.28,0,0,377.82,Per Capita,Municipality,december,2018,2018-12-01,2019
Burke,Hildebran,13362.65,10085.37,6374.8,0,7.87,2838.51,0,0,11255.66,Per Capita,Municipality,december,2018,2018-12-01,2019
Burke,Long View,4960.79,3744.12,2366.6,0,2.92,1053.77,0,0,4178.58,Per Capita,Municipality,december,2018,2018-12-01,2019
Burke,Morganton,113602.61,85740.82,54195.36,0,66.91,24131.58,0,0,95689.97,Per Capita,Municipality,december,2018,2018-12-01,2019
Burke,Rhodhiss,4934,3723.91,2353.82,0,2.91,1048.09,0,0,4156.02,Per Capita,Municipality,december,2018,2018-12-01,2019
Burke,Rutherford College,9292.26,7013.27,4432.97,0,5.47,1973.87,0,0,7827.08,Per Capita,Municipality,december,2018,2018-12-01,2019
Burke,Valdese,29891.9,22560.71,14260.25,0,17.61,6349.67,0,0,25178.6,Per Capita,Municipality,december,2018,2018-12-01,2019
Cabarrus,Cabarrus,2098340.29,946059.67,1064316.59,0,64.43,0,0,765401.43,-421468.8,Ad Valorem,County,december,2018,2018-12-01,2019
Cabarrus,Concord,699449.88,315354.63,354773.78,0,21.48,0,0,0,270828.03,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cabarrus,Harrisburg,76659.19,34562.63,38882.94,0,2.35,0,0,0,29682.56,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cabarrus,Kannapolis,289479.66,130515.07,146829.38,0,8.89,0,0,0,112086.96,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cabarrus,Locust,2717.59,1225.26,1378.42,0,0.08,0,0,0,1052.26,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cabarrus,Midland,10611.22,4784.18,5382.2,0,0.33,0,0,0,4108.68,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cabarrus,Mount Pleasant,9582.35,4320.31,4860.35,0,0.29,0,0,0,3710.31,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Caldwell,Caldwell,494789.81,384778.89,240633,0,0.96,92765.14,0,0,-203016.95,Per Capita,County,december,2018,2018-12-01,2019
Caldwell,Blowing Rock,636.1,494.67,309.35,0,0,119.26,0,0,553.81,Per Capita,Municipality,december,2018,2018-12-01,2019
Caldwell,Cajah Mountain,16306.72,12681.1,7930.51,0,0.03,3057.25,0,0,14196.95,Per Capita,Municipality,december,2018,2018-12-01,2019
Caldwell,Cedar Rock,1735.89,1349.94,844.23,0,0,325.45,0,0,1511.3,Per Capita,Municipality,december,2018,2018-12-01,2019
Caldwell,Gamewell,24052.86,18704.98,11697.72,0,0.05,4509.53,0,0,20940.9,Per Capita,Municipality,december,2018,2018-12-01,2019
Caldwell,Granite Falls,27601.93,21464.95,13423.75,0,0.05,5174.92,0,0,24030.79,Per Capita,Municipality,december,2018,2018-12-01,2019
Caldwell,Hickory,124.84,97.08,60.71,0,0,23.41,0,0,108.69,Per Capita,Municipality,december,2018,2018-12-01,2019
Caldwell,Hudson,23505.94,18279.65,11431.73,0,0.05,4406.99,0,0,20464.73,Per Capita,Municipality,december,2018,2018-12-01,2019
Caldwell,Lenoir,106062.05,82480.35,51581.56,0,0.21,19884.93,0,0,92339.71,Per Capita,Municipality,december,2018,2018-12-01,2019
Caldwell,Rhodhiss,2116.37,1645.81,1029.26,0,0,396.78,0,0,1842.55,Per Capita,Municipality,december,2018,2018-12-01,2019
Caldwell,Sawmills,31044.01,24141.72,15097.75,0,0.06,5820.25,0,0,27027.52,Per Capita,Municipality,december,2018,2018-12-01,2019
Camden,Camden,48490.08,63277.69,28243.81,0,0,37927.43,0,0,-326.05,Per Capita,County,december,2018,2018-12-01,2019
Camden,Elizabeth City,205.99,268.79,119.97,0,0,161.11,0,0,326.05,Per Capita,Municipality,december,2018,2018-12-01,2019
Carteret,Carteret,890206.48,370997.5,426927.42,0,11.93,0,0,0,-137617.08,Ad Valorem,County,december,2018,2018-12-01,2019
Carteret,Atlantic Beach,44787.96,18665.58,21479.52,0,0.6,0,0,0,15779.2,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Carteret,Beaufort,52496.56,21878.17,25176.43,0,0.7,0,0,0,18495.02,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Carteret,Bogue,665.83,277.49,319.32,0,0.01,0,0,0,234.57,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Carteret,Cape Carteret,13996.2,5832.98,6712.33,0,0.19,0,0,0,4930.99,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Carteret,Cedar Point,4080.69,1700.65,1957.03,0,0.05,0,0,0,1437.67,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Carteret,Emerald Isle,78086.61,32542.95,37448.97,0,1.05,0,0,0,27510.62,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Carteret,Indian Beach,16567.18,6904.45,7945.34,0,0.22,0,0,0,5836.77,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Carteret,Morehead City,121206.47,50513.34,58128.5,0,1.62,0,0,0,42702.14,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Carteret,Newport,21659.25,9026.59,10387.39,0,0.29,0,0,0,7630.75,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Carteret,Peletier,766.26,319.34,367.48,0,0.01,0,0,0,269.96,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Carteret,Pine Knoll Shores,36301.61,15128.85,17409.61,0,0.49,0,0,0,12789.39,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Caswell,Caswell,79726.56,143018.05,46474.19,0,0,103994.39,0,0,-5493.23,Ad Valorem,County,december,2018,2018-12-01,2019
Caswell,Milton,268.67,481.95,156.61,0,0,350.45,0,0,615.12,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Caswell,Yanceyville,2130.62,3822.03,1241.98,0,0,2779.15,0,0,4878.11,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Catawba,Catawba,1620940.18,713073.06,785596.2,0,293.67,0,0,541408.59,-283840.34,Per Capita,County,december,2018,2018-12-01,2019
Catawba,Brookford,3841.82,1690.07,1861.96,0,0.7,0,0,0,1471.98,Per Capita,Municipality,december,2018,2018-12-01,2019
Catawba,Catawba,6221.08,2736.73,3015.07,0,1.13,0,0,0,2383.59,Per Capita,Municipality,december,2018,2018-12-01,2019
Catawba,Claremont,15047.99,6619.81,7293.08,0,2.73,0,0,0,5765.59,Per Capita,Municipality,december,2018,2018-12-01,2019
Catawba,Conover,86641.86,38114.9,41991.38,0,15.7,0,0,0,33196.6,Per Capita,Municipality,december,2018,2018-12-01,2019
Catawba,Hickory,417780.18,183787.04,202479.11,0,75.69,0,0,0,160071.36,Per Capita,Municipality,december,2018,2018-12-01,2019
Catawba,Long View,42393.94,18649.66,20546.42,0,7.68,0,0,0,16243.12,Per Capita,Municipality,december,2018,2018-12-01,2019
Catawba,Maiden,34895.7,15351.08,16912.36,0,6.32,0,0,0,13370.19,Per Capita,Municipality,december,2018,2018-12-01,2019
Catawba,Newton,133990,58943.98,64938.88,0,24.28,0,0,0,51337.91,Per Capita,Municipality,december,2018,2018-12-01,2019
Chatham,Chatham,579075.14,406679.44,305870.09,0,98.17,103058.76,0,0,-92763.18,Per Capita,County,december,2018,2018-12-01,2019
Chatham,Cary,19369.91,13603.32,10231.27,0,3.28,3447.29,0,0,14329.7,Per Capita,Municipality,december,2018,2018-12-01,2019
Chatham,Goldston,2165.48,1520.8,1143.81,0,0.37,385.39,0,0,1602,Per Capita,Municipality,december,2018,2018-12-01,2019
Chatham,Pittsboro,36638.03,25730.57,19352.37,0,6.21,6520.52,0,0,27104.52,Per Capita,Municipality,december,2018,2018-12-01,2019
Chatham,Siler City,67217.49,47206.25,35504.57,0,11.4,11962.79,0,0,49726.96,Per Capita,Municipality,december,2018,2018-12-01,2019
Cherokee,Cherokee,298810.43,168675.83,143706.75,0,49.78,16984.38,0,73920.78,-20483.55,Per Capita,County,december,2018,2018-12-01,2019
Cherokee,Andrews,18904.74,10671.55,9091.85,0,3.15,1074.54,0,0,10685.3,Per Capita,Municipality,december,2018,2018-12-01,2019
Cherokee,Murphy,17335.36,9785.66,8337.09,0,2.89,985.34,0,0,9798.25,Per Capita,Municipality,december,2018,2018-12-01,2019
Chowan,Chowan,121394.1,88375.17,58996.26,0,251.67,17611.68,0,0,-16630.01,Ad Valorem,County,december,2018,2018-12-01,2019
Chowan,Edenton,20813.59,15152.34,10115.19,0,43.15,3019.61,0,0,16630.01,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Clay,Clay,77125.15,72717.58,39844.9,0,0,25109.43,0,17107.48,-950.4,Ad Valorem,County,december,2018,2018-12-01,2019
Clay,Hayesville,869.02,819.36,448.96,0,0,282.92,0,0,950.4,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Cleveland,858529.64,523956.62,416450.46,0,8.53,89685.27,0,0,-143290.47,Ad Valorem,County,december,2018,2018-12-01,2019
Cleveland,Belwood,0,0,0,0,0,0,0,0,0,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Boiling Springs,13484.59,8229.59,6541.03,0,0.13,1408.65,0,0,8485.63,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Casar,86.45,52.76,41.94,0,0,9.03,0,0,54.41,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Earl,222.89,136.03,108.12,0,0,23.28,0,0,140.26,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Fallston,273.41,166.87,132.63,0,0,28.56,0,0,172.06,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Grover,1780.6,1086.7,863.73,0,0.02,186.01,0,0,1120.51,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Kings Mountain,72288.85,44117.56,35065.45,0,0.72,7551.57,0,0,45490.18,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Kingstown,847.9,517.47,411.29,0,0.01,88.57,0,0,533.57,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Lattimore,467.07,285.05,226.57,0,0,48.79,0,0,293.92,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Lawndale,668.12,407.75,324.09,0,0.01,69.79,0,0,420.44,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Mooresboro,0,0,0,0,0,0,0,0,0,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Patterson Springs,400.07,244.16,194.06,0,0,41.79,0,0,251.75,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Polkville,178.71,109.07,86.69,0,0,18.67,0,0,112.46,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Shelby,136640.99,83391.37,66281.01,0,1.36,14274.03,0,0,85985.9,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cleveland,Waco,364.51,222.46,176.82,0,0,38.08,0,0,229.38,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Columbus,Columbus,395650.73,238041.46,191445.67,0,54.51,162351.49,0,0,-69726.5,Per Capita,County,december,2018,2018-12-01,2019
Columbus,Boardman,1061.6,638.71,513.68,0,0.15,435.62,0,0,655.44,Per Capita,Municipality,december,2018,2018-12-01,2019
Columbus,Bolton,4798.18,2886.8,2321.72,0,0.66,1968.89,0,0,2962.4,Per Capita,Municipality,december,2018,2018-12-01,2019
Columbus,Brunswick,7801.4,4693.68,3774.9,0,1.07,3201.23,0,0,4816.6,Per Capita,Municipality,december,2018,2018-12-01,2019
Columbus,Cerro Gordo,1368.92,823.6,662.38,0,0.19,561.72,0,0,845.17,Per Capita,Municipality,december,2018,2018-12-01,2019
Columbus,Chadbourn,12397.04,7458.62,5998.62,0,1.71,5087.01,0,0,7653.97,Per Capita,Municipality,december,2018,2018-12-01,2019
Columbus,Fair Bluff,6411.54,3857.47,3102.38,0,0.88,2630.91,0,0,3958.5,Per Capita,Municipality,december,2018,2018-12-01,2019
Columbus,Lake Waccamaw,10287.8,6189.6,4978.01,0,1.42,4221.5,0,0,6351.71,Per Capita,Municipality,december,2018,2018-12-01,2019
Columbus,Sandyfield,3254.66,1958.15,1574.85,0,0.45,1335.52,0,0,2009.43,Per Capita,Municipality,december,2018,2018-12-01,2019
Columbus,Tabor City,28824,17341.83,13947.22,0,3.97,11827.65,0,0,17796,Per Capita,Municipality,december,2018,2018-12-01,2019
Columbus,Whiteville,36730.17,22098.53,17772.82,0,5.06,15071.87,0,0,22677.28,Per Capita,Municipality,december,2018,2018-12-01,2019
Craven,Craven,945963.09,505790.84,473458.48,0,179.37,56442.31,0,0,-203352.11,Ad Valorem,County,december,2018,2018-12-01,2019
Craven,Bridgeton,5181.55,2770.49,2593.39,0,0.98,309.16,0,0,2652.46,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Craven,Cove City,828.4,442.94,414.62,0,0.16,49.43,0,0,424.06,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Craven,Dover,1002.13,535.82,501.57,0,0.19,59.79,0,0,512.99,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Craven,Havelock,91233.54,48781.07,45662.77,0,17.3,5443.59,0,0,46702.82,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Craven,New Bern,260343.83,139201.55,130303.18,0,49.36,15533.81,0,0,133271.06,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Craven,River Bend,15664.59,8375.59,7840.19,0,2.97,934.65,0,0,8018.77,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Craven,Trent Woods,17852.78,9545.59,8935.39,0,3.39,1065.21,0,0,9138.91,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Craven,Vanceboro,5139.71,2748.13,2572.45,0,0.97,306.67,0,0,2631.04,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Cumberland,Cumberland,2314493.2,1239987.66,1143473.57,0,224.08,2745.69,0,920332.15,-878009.54,Per Capita,County,december,2018,2018-12-01,2019
Cumberland,Eastover,25866.12,13857.75,12779.14,0,2.5,30.68,0,0,13367.96,Per Capita,Municipality,december,2018,2018-12-01,2019
Cumberland,Falcon,2363.61,1266.31,1167.75,0,0.23,2.8,0,0,1221.55,Per Capita,Municipality,december,2018,2018-12-01,2019
Cumberland,Fayetteville,1460257.2,782331.5,721438.94,0,141.37,1732.3,0,0,754680.44,Per Capita,Municipality,december,2018,2018-12-01,2019
Cumberland,Godwin,956.7,512.55,472.66,0,0.09,1.13,0,0,494.43,Per Capita,Municipality,december,2018,2018-12-01,2019
Cumberland,Hope Mills,117195.94,62787.62,57900.56,0,11.35,139.03,0,0,60568.44,Per Capita,Municipality,december,2018,2018-12-01,2019
Cumberland,Linden,879.33,471.1,434.43,0,0.09,1.04,0,0,454.44,Per Capita,Municipality,december,2018,2018-12-01,2019
Cumberland,Spring Lake,79786.1,42745.33,39418.26,0,7.72,94.65,0,0,41234.52,Per Capita,Municipality,december,2018,2018-12-01,2019
Cumberland,Stedman,7688.79,4119.26,3798.64,0,0.74,9.12,0,0,3973.66,Per Capita,Municipality,december,2018,2018-12-01,2019
Cumberland,Wade,3897.15,2087.9,1925.39,0,0.38,4.62,0,0,2014.1,Per Capita,Municipality,december,2018,2018-12-01,2019
Currituck,Currituck,269689.16,167152.74,135172.57,0,4.43,0,0,0,0,Per Capita,County,december,2018,2018-12-01,2019
Dare,Dare,659187.35,253186.51,309550.68,0,37.55,0,0,0,-90226.25,Ad Valorem,County,december,2018,2018-12-01,2019
Dare,Duck,40697.65,15631.51,19111.38,0,2.32,0,0,0,12628.08,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Dare,Kill Devil Hills,80718.18,31002.95,37904.8,0,4.6,0,0,0,25046.07,Ad Valorem,Municipality,december,2018,2018-12-01,2019
Dare,Kitty Hawk,42038.38,16146.46,19740.98,0,2.39,0,0,0,13044.1,Ad Valorem,Municipality,december,2018,2018-12-01,2019
